txt_type,seg_id,sen_id,sentence,POS,words_label,words_gloss
N,news_22_v.2.txt,42,一些 单位 也 来 书市 ＂ 图 ＂ 个 便宜 。,"['m','n','d','v','n','w','v','w','q','an','ew']","['0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '机关、团体或其所属的某一部门', 'NULL', '由彼至此;由远到近。与“去”、“往”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_26_v.2.txt,4,前 有所 述 ， 语言 本身 既 是 一 种 文化 现象 ， 又 是 表征 和 负载 人类 文化 的 符号 系统 。,"['f','v','vg','w','n','r','c','v','m','q','n','n','w','d','v','n','c','v','n','n','u','n','n','ew']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '0']","['与“后”相对,时间在先', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '负荷装载', 'NULL', 'NULL', 'NULL', '记号；标记', '自成体系的组织；同类事物按一定秩序和内部联系组合成的整体', 'NULL']"
A,academic_22_v.2.txt,65,第三 个 行动 是 保护 生物 多样性 。,"['m','q','vn','v','v','n','n','ew']","['0', '0', '1', '0', '0', '0', '0', '0']","['NULL', 'NULL', '为达到某种目的而进行的活动', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_07_v.2.txt,25,到 记者 昨晚 发稿 时 止 ， 这个 区 的 水位 已 从 最高 时 的 ６．８１ 米 下降 到 ４．９ 米 ， 尚 超出 警戒 水位 １．１ 米 。,"['p','n','t','v','ng','v','w','r','n','u','n','d','p','a','ng','u','m','q','v','v','m','q','w','d','v','vn','n','m','q','ew']","['1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['可作状语,介绍出动作的时间,表明动作到此时的状况', 'NULL', 'NULL', '把编审好的稿子发出付印', 'NULL', '停住,中断进程', 'NULL', '亦作“ 这箇 ”。指示比较近的事物或人', 'NULL', 'NULL', 'NULL', 'NULL', '自,由 ——用作虚词,表示起点', '表示高度已达极限', 'NULL', 'NULL', 'NULL', 'NULL', '指程度、数量的降低、减少', '用作动词的补语,表示动作达到目的或有了结果', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_14_v.2.txt,31,尽管 历史 是 人类 对 过去 的 回忆 和 思考 ， 但 在 正统 的 历史 中 ， 回忆 的 事件 通常 是 宏大 的 ， 主要 是 政治 的 、 军事 的 、 社会 的 大事 ， 它 最 关注 的 是 国家 的 兴衰 、 朝代 的 更替 、 社会 的 动荡 、 沙场 的 争战 、 疆域 的 变迁 等等 ， 却 不 十分 关注 与此同时 谁 在 称 量 地球 的 质量 、 谁 在 计算 行星 的 轨道 、 谁 在 测定 光速 、 谁 在 分析 太阳 的 化学 成份 之类 更 值得 ＂ 载入 史册 ＂ 的 科学 活动 。,"['c','n','v','n','p','t','u','vn','c','vn','w','c','p','a','u','n','f','w','v','u','n','d','v','a','u','w','d','v','n','u','w','n','u','w','n','u','n','w','r','d','v','u','v','n','u','n','w','n','u','vn','w','n','u','an','w','n','u','vn','w','n','u','vn','u','w','d','d','d','v','c','r','u','v','v','n','u','n','w','r','u','v','n','u','n','w','r','u','v','n','w','r','u','v','n','u','n','n','r','d','v','w','v','n','w','u','n','n','ew']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '对待。用法大致同“对于”', '现在以前的时期', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', '方位名。泛指一个地区内或一个时期内,中间;居中', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指由一定的经济基础和上层建筑构成的整体。原始社会、奴隶社会、封建社会、资本主义社会、共产主义社会是人类社会的五种基本形态', 'NULL', 'NULL', 'NULL', '表示第三人称', 'NULL', '关心重视', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指由一定的经济基础和上层建筑构成的整体。原始社会、奴隶社会、封建社会、资本主义社会、共产主义社会是人类社会的五种基本形态', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '关心重视', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', '天体在宇宙空间运行的路线', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', '指构成事物的各种不同的物质或因素', 'NULL', 'NULL', '谓有必要，有价值', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '为达到某种目的而从事的行动；从事有目的的行动', 'NULL']"
F,fiction_10_v.2.txt,30,丁 先生 ， 我 佩服 你 。,"['nr','n','w','r','v','r','ew']","['0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_12_v.2.txt,44,我 又 问 ： ＂ 真的 卖 了 １６０ 张 ？ ＂,"['r','d','v','w','w','d','v','u','m','q','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_21_v.2.txt,7,正月 初一 和 初二 ， 工人 们 又 从 京城 的 各个 角落 早早 地 赶到 了 工地 。 ＂,"['t','t','c','t','w','n','k','d','p','ns','u','r','n','d','u','v','u','n','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '自,由 ——用作虚词,表示起点', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_09_v.2.txt,7,这些 矛盾 的 存在 是 科学 认识 活动 发生 和 发展 的 根据 和 动力 。,"['r','an','u','vn','v','n','n','n','v','c','v','u','n','c','n','ew']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']","['指示代词。指示较近的两个以上的人或事物', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指人的头脑对客观世界的反映', '为达到某种目的而从事的行动；从事有目的的行动', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '泛指事物运动和发展的推动力量', 'NULL']"
F,fiction_07_v.2.txt,20,镰刀 越 快 ， 我 力气 也 就 越 大 啦 。,"['n','d','a','w','r','n','d','d','d','a','y','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0']","['亦作“鎌刀”。收割谷物和割草的农具。由弧形的刀片和木柄构成。有的刀片上带小锯齿', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词前面,表示在某种条件或情况下自然怎么样', 'NULL', '形容体积、面积、数量、力量、规模、程度等方面超过一般或超过所比较的对象。与“小”相对', 'NULL', 'NULL']"
F,fiction_02_v.2.txt,69,胡 容 说 ： ＂ 姥姥 ， 您 怎么 连 我 都 认 不 出来 了 ？ ＂,"['nr','nr','v','w','w','n','w','r','r','d','r','d','v','d','v','y','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0']","['NULL', '名字', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '“你”的尊称', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词后，表示人或物由隐蔽到显露', 'NULL', 'NULL', 'NULL']"
F,fiction_04_v.2.txt,43,有 个 同学 说 ， 干脆 叫 几 个 男 同学 ， 把 那个 家伙 揍 一 顿 ， 黄 映红 不 出声 地 拔腿 。,"['v','q','n','v','w','d','v','m','q','b','n','w','p','r','n','v','m','q','w','nr','nr','d','v','u','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['表示不定指 。跟“某”的作用相近', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '那事物；那东西', 'NULL', 'NULL', 'NULL', '次,回——用于吃饭、斥责、劝说、打骂等行为的次数', 'NULL', '名字', 'NULL', 'NULL', '说话；发出声音', 'NULL', 'NULL', 'NULL']"
A,academic_01_v.2.txt,4,具体 发病 机制 是 一致 的 ， 即 饮食 能量 入 量 多于 机体 消耗量 ， 形成 过剩 ， 过剩 的 能量 以 脂肪 形式 储存 于 机体 ， 脂肪 组织 增多 ， 形成 肥胖 。,"['a','vn','n','v','a','u','w','v','n','n','v','n','v','n','n','w','v','vn','w','v','u','n','p','n','n','v','p','n','w','n','n','v','w','v','an','ew']","['0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0']","['NULL', 'NULL', '原指机器的构造和工作原理。生物学和医学通过类比借用此词，指生物机体结构组成部分的相互关系，以及其间发生的各种变化过程的物理、化学性质和相互关系。现已广泛应用于自然现象和社会现象，指其内部组织和运行变化的规律', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '度量物质运动的一种物理量。相应于不同形式的运动，能量分为机械能、分子内能、电能、化学能、原子能等。亦简称能', '进来,进去', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '通过发展变化而成为某种事物或出现某种情况', 'NULL', 'NULL', 'NULL', 'NULL', '度量物质运动的一种物理量。相应于不同形式的运动，能量分为机械能、分子内能、电能、化学能、原子能等。亦简称能', '依,按,凭 ——表示动作行为的凭借或前提。犹言凭、根据', 'NULL', '对内容而言，指事物的组织结构和表现方式', '聚积保存', '引进动作、行为的对象,相当于“向”、“对”、“对于”', 'NULL', 'NULL', 'NULL', '机体中构成器官的单位，是由形态和功能相同的细胞按一定方式结合而成的', 'NULL', 'NULL', '通过发展变化而成为某种事物或出现某种情况', 'NULL', 'NULL']"
N,news_24_v.2.txt,76,记者 到 时 ， 已 有 二三十 人 在 排队 候 票 。,"['n','v','ng','w','d','v','m','n','u','v','v','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '到达,达来,去到', 'NULL', 'NULL', 'NULL', '存在', 'NULL', 'NULL', '才;正在', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_20_v.2.txt,68,会议室 里 又 炸 了 ， 徐 副 局长 小声 地 冲 他 嘟嚷 ： ＂ 我 的 老天 ， 你 刚才 扔 了 个 手榴弹 ， 现在 又 撂 原子弹 ， 后边 是不是 还有 中子弹 ？,"['n','f','d','v','u','w','nr','b','n','d','u','p','r','v','w','w','r','u','n','w','r','t','v','u','q','n','w','t','d','v','n','w','f','v','v','n','ew']","['0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '1', '0', '1', '0', '0', '1', '0']","['NULL', '里面；内部（跟“外”相对）', 'NULL', '因某事而激烈发作', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '掷;投', 'NULL', 'NULL', '手投的小型炸弹。有的装有木柄，为近战有力武器', 'NULL', 'NULL', 'NULL', '放,丢', '炸弹的一种，利用铀、钚等重元素原子核裂变于瞬间放出巨大能量起杀伤破坏作用的武器。爆炸时产生冲击波、光辐射、贯穿辐射和放射性沾染', 'NULL', '事后；后来', 'NULL', 'NULL', '核武器的一种。爆炸时释放大量的高能中子，靠中子辐射起杀伤作用，穿透力较强，冲击波、热辐射和放射性沾染较其他核武器为小。在有效范围内能杀伤一般坦克内或建筑物内的人员。可作战术核武器使用', 'NULL']"
F,fiction_07_v.2.txt,11,我 走 到 哪里 ， 他 就 跟 到 哪里 ， 和 我 一起 干活 ， 他 连 稻子 都 会 割 了 。,"['r','v','v','r','w','r','d','v','v','r','w','p','r','d','v','w','r','u','n','d','v','v','y','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '步行', '到达,达来,去到', 'NULL', 'NULL', 'NULL', '用在动词前面,表示在某种条件或情况下自然怎么样', 'NULL', '到达,达来,去到', 'NULL', 'NULL', 'NULL', 'NULL', '副词。一齐；一同', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_04_v.2.txt,53,由此可见 ， 大面积 的 森林 ， 日复一日 地 在 执行 着 吸 尘 、 过滤 、 杀菌 、 净化 空气 、 净化 水源 的 伟大 清洁工 的 任务 ；,"['c','w','n','u','n','w','i','u','u','v','u','v','ng','w','v','w','v','w','v','n','w','v','n','u','a','n','u','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '才;正在', '实施；实行', 'NULL', '引;吸引', 'NULL', 'NULL', '用滤纸或其他多孔材料分离悬浮在液体或气体中固体颗粒、有害物质的一种方法', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '崇高；雄伟；令人景仰', '清洁工人，指那些负责清洁地方的工人，职务包括打扫、收集垃圾送到指定收集处等。一般专指清洁机构、公司、公众地方的工人', 'NULL', 'NULL', 'NULL']"
N,news_14_v.2.txt,48,校长 苦笑 着 说 ： ＂ 我 虽然 名叫 吉祥 ， 但 实在 不 吉祥 ， ３００ 余 名 学生 露天 上课 近 两 个 月 了 ， 我 心里 真 不 是 个 滋味 。 ＂,"['n','v','u','v','w','w','r','c','v','nr','w','c','d','d','a','w','m','m','q','n','n','v','a','m','q','n','y','w','r','s','d','d','v','q','n','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '将近;差不多', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '犹心中', 'NULL', 'NULL', 'NULL', 'NULL', '引申指苦乐感受', 'NULL', 'NULL']"
F,fiction_11_v.2.txt,95,五百 块 一 条 呢 ， 瞧 你 那 德行 ， 刮 坏 了 赔 得 起 吗 ， 你 ？ ＂,"['m','q','m','q','y','w','v','r','r','n','w','v','a','u','v','u','v','y','w','r','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '用于长条形的东西', 'NULL', 'NULL', 'NULL', 'NULL', '表示突出强调某人、事物或语意', 'NULL', 'NULL', 'NULL', '破坏;毁坏', 'NULL', '补还损失', '用在动词或形容词后面,连接表示程度或结果的补语', '用在动词后,常与“不”、“得”连用,表示能或不能经受住,够或不够标准', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_26_v.2.txt,14,而 用 英语 回答 则 是 ＂ 很 坦率 ＂ 。,"['c','p','nz','v','d','v','w','d','a','w','ew']","['0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '使用,采用', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_20_v.2.txt,45,这 低沉 的 声调 在 有些 委员 的 心里 不啻 是 爆炸 了 一 颗 手榴弹 。,"['r','a','u','n','p','r','n','u','s','d','v','v','u','m','q','n','ew']","['1', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0']","['此,指目前的或较近的或刚刚提到的人、物、事或想法', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', '思想里；头脑里', 'NULL', 'NULL', '物体体积急剧膨大，使周围气压发生强烈变化并产生巨大的声响，谓之爆炸', 'NULL', 'NULL', 'NULL', '手投的小型炸弹。有的装有木柄，为近战有力武器', 'NULL']"
N,news_24_v.2.txt,87,海口 无轨 火车站 的 第一 张 车票 ， 卖 给 了 海口 宏祥 实业 有限公司 的 刘 洪 。,"['ns','b','n','u','m','q','n','w','v','p','u','ns','nz','n','n','u','nr','nr','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '等第次序居首位或首位的', 'NULL', 'NULL', 'NULL', 'NULL', '授与,交付', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_20_v.2.txt,46,徐 副 局长 更是 惊诧 地 掏 出 一 支 香烟 主动 地 丢 给 乔 光朴 ： ＂ 光朴 ， 你 是 真的 。,"['nr','b','n','d','a','u','v','v','m','q','n','a','u','v','p','nr','nr','w','w','nr','w','r','v','a','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词后表示向外,显露或完成', 'NULL', '用于计杆状物品', 'NULL', 'NULL', 'NULL', '抛弃;撇开', '使对方得到或遭受到', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_08_v.2.txt,36,邢 阳 的 妈妈 ， 一 位 普通 的 女工 抹 着 眼泪 悄悄地 对 坐 在 身旁 的 老师 说 。,"['nr','nr','u','n','w','m','q','a','u','n','v','u','n','z','p','v','p','s','u','n','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用于人（含敬意）', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '朝,向——用作虚词,表示动作的对象', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_03_v.2.txt,61,在 人 屋檐 下 ， 不得不 低头 。,"['p','r','n','f','w','d','v','ew']","['1', '0', '1', '1', '0', '0', '1', '0']","['表示动作、情状所涉及的处所、时间、范围等', 'NULL', '房檐。房顶伸出墙外的部分', '下面,位置在下', 'NULL', '不得已，表示无可奈何', '卑顺貌；屈服貌', 'NULL']"
N,news_11_v.2.txt,17,我 想 ， 这些 垃圾 中 的 ＂ 肥水 ＂ 能 不能 不 流出 工厂 大门 呢 ？,"['r','v','w','r','n','f','u','w','n','w','v','v','d','v','n','n','y','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '指示代词。指示较近的两个以上的人或事物', '脏土或扔掉的破烂东西', '内,里面。与“外”相对', 'NULL', 'NULL', '犹油水。指不正当的额外收入', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '整个建筑物通向外面的主要的门', 'NULL', 'NULL']"
